id_pago,id_siniestro,tipo_pago,fecha_pago,monto,moneda,tipo_cambio,monto_mxn,banco_emisor,num_cheque,cuenta_destino,status_pago,autorizador,timestamp_pago
PAG-0012129,SIN-0009174,Pago directo asegurado,2024-12-20,8962.88,USD,1.0,8962.88,Banorte,CHK-353767,750251351001767337,Devuelto,AUTH07,2026-04-30 16:27:46
PAG-0012130,SIN-0002426,Pago hospital,2021-07-15,7289.47,MXN,1.0,7289.47,Santander,,436664399742562462,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012131,SIN-0007399,Reembolso,2021-09-28,13289.12,MXN,1.0,13289.12,Banorte,,856206387336487261,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012132,SIN-0014921,Pago directo asegurado,2023-10-08,10957.29,MXN,16.6026,10957.29,Scotiabank,CHK-934828,124337492553991084,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012133,SIN-0000858,Reembolso,2020-06-28,13828.61,MXN,1.0,13828.61,Banamex,CHK-958292,413684295623534067,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012134,SIN-0013194,Reembolso,2023-03-13,11835.15,MXN,1.0,11835.15,Scotiabank,,060989842276158935,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012135,SIN-0004145,Pago directo asegurado,2023-05-31,56253.41,MXN,1.0,56253.41,Banamex,,608633428415627523,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012136,SIN-0009493,Reembolso,2022-12-23,38887.63,USD,1.0,38887.63,Banorte,,830043676222153754,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012137,SIN-0017260,Pago taller,2022-10-14,84641.02,MXN,1.0,84641.02,Scotiabank,,101154011922802971,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012138,SIN-0013682,Reembolso,2024-12-02,13536.61,MXN,1.0,13536.61,Santander,,045618699062461608,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012139,SIN-0005159,Pago hospital,2024-04-20,14917.08,MXN,1.0,14917.08,BBVA,,667993189893698067,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012140,SIN-0003338,Reembolso,2020-04-22,9688.74,MXN,1.0,9688.74,Banamex,CHK-409278,060417121936160147,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012141,SIN-0002224,Pago hospital,2021-07-18,5107.95,MXN,1.0,5107.95,HSBC,CHK-616220,675665513178400135,Aplicado,AUTH04,2026-04-30 16:27:46
PAG-0012142,SIN-0000857,Reembolso,2021-11-05,14742.03,USD,18.3871,14742.03,Scotiabank,CHK-554839,211060234097134573,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0012143,SIN-0011053,Reembolso,2024-06-10,24407.32,MXN,1.0,24407.32,HSBC,CHK-796082,116723577290527857,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0012144,SIN-0002011,Pago directo asegurado,2022-08-22,7217.43,MXN,1.0,7217.43,HSBC,CHK-341894,532644620123904710,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012145,SIN-0007569,Reembolso,2023-08-06,13712.23,MXN,1.0,13712.23,Scotiabank,CHK-358982,101403051540876831,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0012146,SIN-0011095,Pago directo asegurado,2023-08-30,5489.53,MXN,1.0,5489.53,Banorte,,704124986182431455,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0012147,SIN-0016273,Pago directo asegurado,2020-01-28,9799.53,MXN,1.0,9799.53,Banorte,CHK-368634,842881187945084275,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0012148,SIN-0014285,Pago hospital,2022-05-27,28845.62,MXN,1.0,28845.62,Santander,CHK-676217,770286026242350802,Pendiente,AUTH10,2026-04-30 16:27:46
PAG-0012149,SIN-0009413,Pago directo asegurado,2022-08-22,12397.07,MXN,1.0,12397.07,Banorte,,642231151208454820,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012150,SIN-0012327,Pago directo asegurado,2024-10-02,8107.04,MXN,1.0,8107.04,HSBC,CHK-850944,923469678936049170,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0012151,SIN-0016988,Pago directo asegurado,2024-04-19,7965.36,USD,1.0,7965.36,Santander,CHK-324911,773398426660988764,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012152,SIN-0009848,Pago beneficiario,2021-01-29,11634.59,MXN,1.0,11634.59,Banorte,CHK-336358,166161671061822994,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012153,SIN-0007703,Pago taller,2021-06-13,17338.88,MXN,1.0,17338.88,HSBC,CHK-543514,145081821098952920,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012154,SIN-0010075,Pago taller,2022-04-18,40665.04,MXN,1.0,40665.04,Scotiabank,CHK-821247,544362785398886041,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012155,SIN-0005331,Pago hospital,2023-02-26,15296.17,MXN,1.0,15296.17,Santander,CHK-924745,909924154235095948,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012156,SIN-0006866,Pago hospital,2022-07-30,13188.21,USD,17.5403,13188.21,HSBC,,324848392895633259,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012157,SIN-0006113,Pago directo asegurado,2024-05-22,15474.78,MXN,1.0,15474.78,HSBC,CHK-189630,580607488332777633,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012158,SIN-0006611,Pago hospital,2024-06-27,17409.46,USD,1.0,17409.46,Banorte,CHK-450315,812132513692880396,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012159,SIN-0011911,Pago directo asegurado,2022-09-07,2230.07,MXN,1.0,2230.07,Santander,CHK-140720,012437740754850753,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012160,SIN-0009931,Pago taller,2020-07-14,2465.3,MXN,1.0,2465.3,Scotiabank,,746494240756454704,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0012161,SIN-0015643,Reembolso,2024-09-13,5657.61,USD,1.0,5657.61,HSBC,CHK-967256,784218427494443139,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012162,SIN-0013654,Pago directo asegurado,2022-04-24,69661.38,MXN,1.0,69661.38,BBVA,CHK-396849,754951918785506587,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0012163,SIN-0012395,Pago hospital,2020-02-03,10937.02,MXN,1.0,10937.02,HSBC,CHK-259581,733407522744478684,Devuelto,AUTH04,2026-04-30 16:27:46
PAG-0012164,SIN-0009485,Reembolso,2023-08-16,38639.79,MXN,1.0,38639.79,Banamex,,937962276475078861,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012165,SIN-0016270,Pago directo asegurado,2023-07-10,11435.2,MXN,1.0,11435.2,Banamex,CHK-552565,980649451066183917,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0012166,SIN-0010409,Reembolso,2020-09-30,4618.15,MXN,1.0,4618.15,Scotiabank,,993486799928871287,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0012167,SIN-0000706,Reembolso,2020-02-01,2598.65,MXN,1.0,2598.65,Banorte,CHK-474720,076390524789806818,Devuelto,AUTH10,2026-04-30 16:27:46
PAG-0012168,SIN-0006100,Pago taller,2020-11-15,32002.6,MXN,1.0,32002.6,Banamex,CHK-300463,666873237335991929,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012169,SIN-0009721,Pago beneficiario,2023-11-22,15309.14,MXN,1.0,15309.14,HSBC,CHK-516847,887231665069862269,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0012170,SIN-0006500,Pago hospital,2020-01-28,16804.76,MXN,17.7984,16804.76,HSBC,CHK-317468,805043661790898675,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012171,SIN-0002436,Pago hospital,2020-01-19,30243.29,MXN,1.0,30243.29,BBVA,CHK-365411,236313540474659001,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012172,SIN-0012361,Reembolso,2021-07-11,6300.27,USD,1.0,6300.27,Banamex,CHK-446153,557637549048346051,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0012173,SIN-0008768,Pago hospital,2023-05-31,16725.49,MXN,1.0,16725.49,HSBC,CHK-274076,719850517559562185,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012174,SIN-0011545,Pago hospital,2023-12-19,17136.64,MXN,1.0,17136.64,Santander,CHK-514846,998288538410154929,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012175,SIN-0006896,Pago directo asegurado,2020-04-24,27377.99,MXN,1.0,27377.99,BBVA,CHK-665816,515987639930346092,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0012176,SIN-0015025,Pago hospital,2024-05-17,31996.02,MXN,1.0,31996.02,HSBC,CHK-383519,551332112077146698,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012177,SIN-0005312,Pago directo asegurado,2023-01-18,9715.4,MXN,1.0,9715.4,Santander,,629658039881588887,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012178,SIN-0016091,Pago directo asegurado,2022-11-28,35431.23,MXN,1.0,35431.23,Banamex,CHK-327319,555308013011815786,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012179,SIN-0016177,Pago beneficiario,2023-10-31,12986.0,USD,1.0,12986.0,HSBC,,678329042181112688,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012180,SIN-0007297,Pago hospital,2020-03-31,7860.65,MXN,1.0,7860.65,Banorte,CHK-981099,257482691341417178,Aplicado,AUTH04,2026-04-30 16:27:46
PAG-0012181,SIN-0009671,Pago hospital,2023-01-15,9666.36,MXN,1.0,9666.36,Banorte,CHK-306931,456565370543362423,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0012182,SIN-0006253,Pago beneficiario,2020-02-26,44338.66,MXN,1.0,44338.66,HSBC,CHK-545237,157687058497829565,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012183,SIN-0016035,Reembolso,2024-04-04,11452.91,MXN,1.0,11452.91,Banamex,CHK-216455,429438303904193269,Pendiente,AUTH11,2026-04-30 16:27:46
PAG-0012184,SIN-0005881,Reembolso,2024-12-18,12065.24,MXN,1.0,12065.24,Santander,,670316132295056155,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012185,SIN-0002550,Pago taller,2023-11-01,31276.31,MXN,1.0,31276.31,Santander,,558947492959649596,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0012186,SIN-0006959,Reembolso,2022-10-28,34721.81,MXN,1.0,34721.81,BBVA,CHK-468944,539008643644453747,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012187,SIN-0012535,Pago directo asegurado,2022-03-08,11114.81,MXN,1.0,11114.81,Banamex,,597877717798946360,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0012188,SIN-0015671,Pago directo asegurado,2021-04-10,22001.3,MXN,1.0,22001.3,BBVA,CHK-999705,075310102465424007,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012189,SIN-0008194,Reembolso,2023-04-07,4720.55,MXN,1.0,4720.55,Banamex,CHK-139981,510667494317663139,Aplicado,AUTH11,2026-04-30 16:27:46
PAG-0012190,SIN-0003761,Pago directo asegurado,2021-12-06,53859.64,MXN,1.0,53859.64,Scotiabank,CHK-829070,174491360970077869,Pendiente,AUTH20,2026-04-30 16:27:46
PAG-0012191,SIN-0006224,Reembolso,2023-11-04,46767.41,USD,1.0,46767.41,HSBC,,653204599818251986,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012192,SIN-0003152,Pago taller,2021-04-23,12426.82,MXN,1.0,12426.82,Santander,CHK-677990,196452247872055226,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012193,SIN-0005520,Pago hospital,2021-07-10,17128.79,USD,1.0,17128.79,Banamex,CHK-791381,560469708892583651,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012194,SIN-0012345,Pago directo asegurado,2020-12-17,2920.15,MXN,1.0,2920.15,Scotiabank,CHK-250623,526420073246180368,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0012195,SIN-0015409,Pago taller,2023-01-15,6737.39,MXN,1.0,6737.39,Scotiabank,,877831721385138134,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0012196,SIN-0016883,Pago directo asegurado,2021-10-22,9600.05,MXN,1.0,9600.05,Santander,CHK-999696,911613313197713870,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012197,SIN-0005015,Pago directo asegurado,2021-06-30,8849.39,MXN,1.0,8849.39,HSBC,CHK-388917,386628896584376722,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012198,SIN-0007974,Pago hospital,2023-08-21,24384.23,MXN,1.0,24384.23,Scotiabank,CHK-608488,143762251031794739,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0012199,SIN-0006958,Pago directo asegurado,2020-03-15,11122.74,MXN,1.0,11122.74,HSBC,CHK-378445,539628929680321168,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0012200,SIN-0000084,Reembolso,2024-07-17,2047.55,MXN,1.0,2047.55,HSBC,CHK-719948,263355637225922642,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012201,SIN-0007307,Pago hospital,2024-11-09,30134.96,MXN,17.3211,30134.96,Santander,CHK-379525,262977672757261492,Aplicado,AUTH04,2026-04-30 16:27:46
PAG-0012202,SIN-0002173,Pago beneficiario,2020-10-03,90128.99,MXN,1.0,90128.99,Banorte,CHK-854442,603299836939193267,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012203,SIN-0001773,Pago directo asegurado,2023-11-19,8402.55,MXN,1.0,8402.55,HSBC,,349170016198002331,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0012204,SIN-0006070,Pago hospital,2023-08-24,29549.92,MXN,19.1243,29549.92,Banorte,CHK-694147,278911640906729526,Aplicado,AUTH07,2026-04-30 16:27:46
PAG-0012205,SIN-0010271,Pago hospital,2022-12-05,7936.1,MXN,1.0,7936.1,BBVA,CHK-272573,817538255179182293,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0012206,SIN-0001306,Reembolso,2024-01-23,20749.67,USD,1.0,20749.67,Banamex,,608197044341925486,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012207,SIN-0016551,Reembolso,2024-11-15,20512.74,MXN,1.0,20512.74,Banorte,CHK-939791,615689768616041610,Aplicado,AUTH04,2026-04-30 16:27:46
PAG-0012208,SIN-0017630,Pago hospital,2021-08-01,12638.51,MXN,1.0,12638.51,Banamex,CHK-298846,194551615198185032,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0012209,SIN-0013916,Reembolso,2022-11-23,30508.28,MXN,1.0,30508.28,BBVA,,295597900382215427,Devuelto,AUTH09,2026-04-30 16:27:46
PAG-0012210,SIN-0005331,Pago hospital,2022-09-12,13146.94,MXN,1.0,13146.94,Scotiabank,CHK-298876,033990404776900090,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012211,SIN-0017784,Pago hospital,2021-08-20,22920.53,MXN,1.0,22920.53,HSBC,,522021026857136055,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0012212,SIN-0014888,Reembolso,2024-05-28,14165.62,MXN,1.0,14165.62,BBVA,,645769880319019960,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0012213,SIN-0010527,Pago hospital,2022-09-04,3236.46,USD,1.0,3236.46,Banamex,CHK-365282,115254304894387344,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012214,SIN-0003711,Pago taller,2021-02-06,9738.28,USD,1.0,9738.28,Santander,,951758729464969301,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0012215,SIN-0014904,Pago beneficiario,2024-10-29,15111.04,MXN,1.0,15111.04,Banamex,,393672807199433097,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012216,SIN-0001419,Pago directo asegurado,2024-11-24,22605.29,MXN,1.0,22605.29,BBVA,,340706137950232188,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0012217,SIN-0001456,Pago beneficiario,2023-01-18,13790.39,MXN,1.0,13790.39,Scotiabank,CHK-879993,656158149195617932,Pendiente,AUTH08,2026-04-30 16:27:46
PAG-0012218,SIN-0015766,Pago hospital,2022-10-28,9755.18,MXN,1.0,9755.18,Banamex,CHK-581301,653259172644678084,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012219,SIN-0001720,Reembolso,2020-06-07,7847.1,MXN,1.0,7847.1,HSBC,CHK-291647,698157792249044586,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012220,SIN-0008156,Reembolso,2024-05-05,29251.15,MXN,1.0,29251.15,Banamex,,609749473131718380,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012221,SIN-0005374,Reembolso,2023-05-11,13945.76,MXN,1.0,13945.76,Santander,,329808821403225549,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012222,SIN-0007407,Pago hospital,2020-02-10,7639.9,USD,1.0,7639.9,Santander,,699370766620587842,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012223,SIN-0004851,Pago hospital,2024-12-19,3200.41,MXN,1.0,3200.41,BBVA,,176823463838873430,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012224,SIN-0000886,Pago beneficiario,2023-12-07,52980.0,MXN,1.0,52980.0,BBVA,,751908675823074359,Aplicado,AUTH07,2026-04-30 16:27:46
PAG-0012225,SIN-0013154,Pago hospital,2024-06-14,29511.16,MXN,1.0,29511.16,HSBC,CHK-480618,574476696717954154,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012226,SIN-0012921,Pago hospital,2023-06-19,18955.61,MXN,1.0,18955.61,Banamex,,162409363949673371,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012227,SIN-0017619,Reembolso,2022-09-28,6412.18,MXN,1.0,6412.18,HSBC,,962098752879986592,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012228,SIN-0012016,Pago directo asegurado,2020-07-20,37165.81,MXN,1.0,37165.81,Banorte,CHK-418050,670161351353872915,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012229,SIN-0017914,Reembolso,2021-10-22,31819.22,MXN,1.0,31819.22,Banamex,,928784230696615327,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012230,SIN-0011796,Pago hospital,2024-03-18,19741.3,MXN,1.0,19741.3,Scotiabank,,794012788625014535,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012231,SIN-0016224,Pago directo asegurado,2022-05-28,28279.71,MXN,1.0,28279.71,Santander,CHK-335855,547733749390415078,Pendiente,AUTH09,2026-04-30 16:27:46
PAG-0012232,SIN-0014261,Reembolso,2023-02-28,3489.16,MXN,1.0,3489.16,Scotiabank,CHK-929986,753814983902707079,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012233,SIN-0009285,Pago beneficiario,2021-12-30,22214.64,MXN,1.0,22214.64,Santander,CHK-916085,221880360804954934,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012234,SIN-0003425,Pago directo asegurado,2023-08-21,13261.39,MXN,1.0,13261.39,Banorte,,233913973389392321,Pendiente,AUTH06,2026-04-30 16:27:46
PAG-0012235,SIN-0008666,Pago directo asegurado,2023-07-29,13354.45,MXN,1.0,13354.45,Scotiabank,CHK-521258,440855448853627677,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0012236,SIN-0005586,Pago directo asegurado,2022-01-05,19417.4,MXN,1.0,19417.4,HSBC,,315471400311637231,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012237,SIN-0003903,Pago hospital,2021-12-31,41641.39,MXN,1.0,41641.39,Banorte,CHK-408680,526993468736441140,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012238,SIN-0014733,Pago hospital,2024-06-19,37318.87,MXN,1.0,37318.87,Santander,CHK-831211,205034827331826054,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012239,SIN-0017391,Pago hospital,2022-06-18,56205.12,MXN,1.0,56205.12,Banamex,CHK-188140,993561214739930220,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0012240,SIN-0008308,Pago beneficiario,2022-11-27,12004.75,MXN,1.0,12004.75,HSBC,CHK-332954,284713475521232501,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012241,SIN-0002395,Reembolso,2021-02-02,25520.96,USD,1.0,25520.96,Banamex,,521346117755031469,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012242,SIN-0000485,Reembolso,2021-04-07,14270.3,MXN,1.0,14270.3,BBVA,CHK-444524,890574009437823718,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012243,SIN-0010013,Reembolso,2023-01-25,60510.26,MXN,1.0,60510.26,BBVA,,211304243605889045,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012244,SIN-0003627,Pago directo asegurado,2021-08-08,83777.59,MXN,1.0,83777.59,HSBC,,984705704154019469,Aplicado,AUTH09,2026-04-30 16:27:46
PAG-0012245,SIN-0001094,Pago beneficiario,2021-04-08,25708.45,MXN,1.0,25708.45,BBVA,CHK-459524,725338718627805072,Aplicado,AUTH20,2026-04-30 16:27:46
PAG-0012246,SIN-0017038,Pago taller,2023-08-15,30226.09,MXN,1.0,30226.09,HSBC,,020543806509908334,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012247,SIN-0009321,Pago hospital,2022-03-27,21137.28,MXN,1.0,21137.28,Banorte,CHK-925906,724771769121607668,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012248,SIN-0006187,Pago beneficiario,2024-11-10,14832.92,USD,1.0,14832.92,Banorte,CHK-729986,707488866152530940,Aplicado,AUTH04,2026-04-30 16:27:46
PAG-0012249,SIN-0009812,Reembolso,2021-02-08,8108.58,MXN,18.4669,8108.58,BBVA,,387737419493400384,Aplicado,AUTH08,2026-04-30 16:27:46
PAG-0012250,SIN-0010746,Pago beneficiario,2021-04-25,11930.38,MXN,1.0,11930.38,BBVA,CHK-177647,441742006391555893,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012251,SIN-0009195,Pago hospital,2023-01-16,15957.01,MXN,1.0,15957.01,Santander,CHK-157924,736258196767906743,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012252,SIN-0006036,Reembolso,2020-03-15,44840.45,MXN,1.0,44840.45,HSBC,CHK-697237,334300290369935914,Devuelto,AUTH02,2026-04-30 16:27:46
PAG-0012253,SIN-0012683,Reembolso,2023-10-10,32029.5,MXN,1.0,32029.5,Scotiabank,CHK-335121,650381591351243064,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012254,SIN-0014522,Pago directo asegurado,2021-01-30,8279.55,MXN,1.0,8279.55,HSBC,CHK-290811,784394890742372536,Aplicado,AUTH15,2026-04-30 16:27:46
PAG-0012255,SIN-0015882,Reembolso,2024-12-15,9724.11,USD,1.0,9724.11,BBVA,CHK-563461,792735865257066188,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012256,SIN-0008445,Pago directo asegurado,2024-06-12,37344.93,MXN,1.0,37344.93,HSBC,CHK-659390,162850050127703970,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012257,SIN-0004815,Pago taller,2023-01-12,6631.63,MXN,16.7801,6631.63,BBVA,CHK-361771,715696297366524133,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012258,SIN-0009490,Pago directo asegurado,2021-11-26,4383.01,MXN,1.0,4383.01,Santander,CHK-873170,579232901927776266,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0012259,SIN-0003498,Pago directo asegurado,2024-09-23,29413.26,MXN,1.0,29413.26,Banamex,CHK-509576,001483869912205781,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012260,SIN-0004878,Pago directo asegurado,2024-06-02,9251.62,MXN,1.0,9251.62,HSBC,CHK-673359,582709313797700947,Aplicado,AUTH19,2026-04-30 16:27:46
PAG-0012261,SIN-0001977,Pago hospital,2020-10-14,8614.2,MXN,1.0,8614.2,HSBC,CHK-275822,245416942453671668,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012262,SIN-0016167,Pago hospital,2023-05-21,79254.96,MXN,1.0,79254.96,HSBC,CHK-103260,519664882198673486,Pendiente,AUTH15,2026-04-30 16:27:46
PAG-0012263,SIN-0006319,Pago beneficiario,2022-04-29,2546.11,MXN,1.0,2546.11,Banamex,CHK-788523,023917304727279158,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012264,SIN-0002387,Pago directo asegurado,2021-03-25,9723.36,MXN,1.0,9723.36,Banamex,CHK-865086,867291992056281978,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0012265,SIN-0009114,Pago hospital,2021-01-24,39361.08,USD,1.0,39361.08,Banorte,,216919020901830028,Aplicado,AUTH14,2026-04-30 16:27:46
PAG-0012266,SIN-0010804,Pago hospital,2021-09-13,24397.41,MXN,1.0,24397.41,Santander,CHK-582300,896080202690399423,Aplicado,AUTH03,2026-04-30 16:27:46
PAG-0012267,SIN-0015190,Pago taller,2021-07-02,45477.86,MXN,1.0,45477.86,HSBC,CHK-345724,327306477787387864,Aplicado,AUTH11,2026-04-30 16:27:46
PAG-0012268,SIN-0003234,Pago taller,2022-05-07,4414.75,MXN,1.0,4414.75,Scotiabank,CHK-553365,725263727131691335,Aplicado,AUTH16,2026-04-30 16:27:46
PAG-0012269,SIN-0013826,Pago directo asegurado,2023-04-03,12006.93,MXN,1.0,12006.93,HSBC,CHK-578291,216727274817865347,Aplicado,AUTH13,2026-04-30 16:27:46
PAG-0012270,SIN-0017102,Pago beneficiario,2022-04-21,18542.92,MXN,1.0,18542.92,Banorte,CHK-907458,249296508484770199,Aplicado,AUTH07,2026-04-30 16:27:46
PAG-0012271,SIN-0010278,Pago beneficiario,2020-04-15,30672.68,MXN,1.0,30672.68,Scotiabank,CHK-655967,636694057147765732,Aplicado,AUTH01,2026-04-30 16:27:46
PAG-0012272,SIN-0001308,Pago beneficiario,2021-08-10,35339.0,MXN,1.0,35339.0,HSBC,,948962865203815664,Aplicado,AUTH02,2026-04-30 16:27:46
PAG-0012273,SIN-0007491,Pago hospital,2024-05-20,23123.47,MXN,1.0,23123.47,BBVA,CHK-169870,598278256308745958,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012274,SIN-0001423,Pago hospital,2020-02-23,9372.69,MXN,1.0,9372.69,Banamex,CHK-910715,497657586019426404,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012275,SIN-0008630,Pago directo asegurado,2022-12-09,15868.05,MXN,1.0,15868.05,Banorte,CHK-431831,949598305127734411,Aplicado,AUTH10,2026-04-30 16:27:46
PAG-0012276,SIN-0014196,Pago beneficiario,2020-06-01,21427.87,MXN,1.0,21427.87,Banamex,CHK-863758,920354314749155331,Aplicado,AUTH06,2026-04-30 16:27:46
PAG-0012277,SIN-0006483,Pago directo asegurado,2022-05-05,3779.06,USD,1.0,3779.06,Santander,,632915491743365181,Aplicado,AUTH17,2026-04-30 16:27:46
PAG-0012278,SIN-0001897,Pago directo asegurado,2024-11-09,4470.8,USD,1.0,4470.8,HSBC,,069745473385232557,Aplicado,AUTH12,2026-04-30 16:27:46
PAG-0012279,SIN-0007168,Pago directo asegurado,2021-10-06,20778.41,MXN,1.0,20778.41,HSBC,CHK-888037,800770334764608713,Aplicado,AUTH05,2026-04-30 16:27:46
PAG-0012280,SIN-0013435,Pago hospital,2021-10-01,20118.75,MXN,1.0,20118.75,Banamex,,487574617861223007,Aplicado,AUTH18,2026-04-30 16:27:46
PAG-0012281,SIN-0002651,Pago directo asegurado,2022-06-02,59459.52,MXN,1.0,59459.52,Santander,,569568474004556096,Aplicado,AUTH15,2026-04-30 16:27:46
