id_poliza,num_poliza,nombre,apellido_paterno,apellido_materno,rfc,fecha_nacimiento,edad,sexo,estado_civil,ocupacion,ramo,plan,fecha_emision,fecha_inicio_vigencia,fecha_fin_vigencia,num_renovaciones,status_poliza,motivo_baja,canal_venta,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,suma_asegurada,deducible,prima_neta,prima_total,forma_pago,agente_id,estado,municipio,codigo_postal,g_edad,siniest_flag
POL-006188,Aut-22-006188,Miguel,Morales,Hernandez,MOMH760315YH2,15/03/1976,50,F,Soltero,,Autos,Amplia,2022-07-14,2022-07-14,2023-07-14,2,Cancelada,Cambio de producto,Directo,Kia,2022.0,Lujo,300000,8000.0,10500.0,12180.0,Anual,AG011,Guanajuato,Leon,37346.0,46-60,0
POL-006189,Vid-22-006189,Carmen,Martinez,Morales,MACM800901GW2,01/09/1980,45,Femenino,Union libre,Maestro,Vida,20 anios,2022-02-05,2022-02-05,2023-02-05,1,Vigente,,Broker,,,,2000000,,43200.0,54120.96,Mensual,AG033,Jalisco,Puerto Vallarta,75607.0,31-45,1
POL-006190,GMM-23-006190,Fernanda,Lopez,Castillo,LOFC030827LV3,27/08/2003,22,M,Casado,Arquitecto,GMM,Premium,2023-09-24,2023-09-24,2024-09-24,2,Vigente,,Broker,,,,500000,20000.0,11000.0,13780.8,Mensual,AG073,Veracruz,Orizaba,19102.0,18-30,0
POL-006191,GMM-22-006191,Mario,Perez,Castillo,PEMC960421SH5,21/04/1996,30,Masculino,Soltero,Ingeniero,GMM,Premium,2022-06-22,2022-06-22,2023-06-22,2,Vigente,,Digital,,,,300000,20000.0,6600.0,7885.68,Semestral,AG049,Veracruz,Coatzacoalcos,18589.0,18-30,0
POL-006192,GMM-23-006192,Arturo,Hernandez,Torres,HEAT871101ZV7,01/11/1987,38,F,Union libre,Empresario,GMM,Plus,2023-05-06,2023-05-06,2024-05-06,2,Vigente,,Agente,,,,1000000,15000.0,22000.0,25520.0,Anual,AG049,Jalisco,Tlaquepaque,78630.0,31-45,0
POL-006193,GMM-22-006193,Alicia,Moreno,Castillo,MOAC680323DN5,23/03/1968,58,F,Soltero,Tecnico,GMM,Plus,2022-08-07,2022-08-07,2023-08-07,1,Vigente,,Broker,,,,3000000,20000.0,83820.0,105009.7,Mensual,AG048,Nuevo Leon,Monterrey,34131.0,46-60,1
POL-006194,Vid-22-006194,Roberto,Morales,Torres,MORT950703HY7,03/07/1995,30,M,Divorciado,,Vida,20 anios,2022-02-25,2022-02-25,2023-02-25,1,Vigente,,Agente,,,,2000000,,36000.0,41760.0,Anual,AG038,CDMX,Tlalpan,16998.0,18-30,1
POL-006195,GMM-24-006195,Luis,Vega,Ramos,VELR640627CP3,27/06/1964,61,F,Union libre,Empresario,GMM,Elite,2024-09-14,2024-09-14,2025-09-14,3,Vigente,,Directo,,,,2000000,15000.0,57860.0,69131.13,Semestral,AG038,Michoacan,Uruapan,95731.0,61+,1
POL-006196,GMM-24-006196,Esperanza,Navarro,Vega,NAEV970914OX2,14/09/1997,28,Masculino,Divorciado,Consultor,GMM,Plus,2024-05-03,2024-05-03,2025-05-03,1,Vigente,,Broker,,,,1000000,15000.0,22000.0,27561.6,Mensual,AG037,Baja California,Mexicali,72699.0,18-30,0
POL-006197,Vid-21-006197,Antonio,Cruz,Perez,CRAP610709ZW8,09/07/1961,64,M,Viudo,Tecnico,Vida,20 anios,2021-07-10,2021-07-10,2022-07-10,3,Vigente,,Agente,,,,5000000,,142200.0,164952.0,Anual,AG050,Veracruz,Poza Rica,84340.0,61+,1
POL-006198,GMM-20-006198,Antonio,Reyes,Cruz,REAC880331PO2,31/03/1988,38,F,Casado,Abogado,GMM,Elite,2020-02-21,2020-02-21,2021-02-21,3,Vigente,,Banca Seguros,,,,500000,15000.0,11000.0,12760.0,Anual,AG056,Veracruz,Poza Rica,65451.0,31-45,0
POL-006199,GMM-24-006199,Ana,Flores,Perez,FLAP011219PX3,19/12/2001,24,F,Union libre,Contador,GMM,Elite,2024-05-25,2024-05-25,2025-05-25,4,Vigente,,Digital,,,,800000,8000.0,17600.0,22049.28,Mensual,AG053,Michoacan,Apatzingan,,18-30,0
POL-006200,GMM-20-006200,Enrique,Moreno,Rivera,MOER860617CS2,17/06/1986,39,M,Union libre,Estudiante,GMM,Basico,2020-04-23,2020-04-23,2021-04-23,0,Vigente,,Promotor,,,,3000000,5000.0,66000.0,76560.0,Anual,AG022,Michoacan,Lazaro Cardenas,72648.0,31-45,1
POL-006201,Aut-19-006201,Oscar,Flores,Garcia,FLOG621126EX5,26/11/1962,63,F,Divorciado,Estudiante,Autos,Amplia Plus,2019-03-15,2019-03-15,2020-03-15,0,Vigente,,Agente,Honda,2019.0,Deportivo,200000,8000.0,7000.0,8120.0,Anual,AG003,Nuevo Leon,San Nicolas,,61+,0
POL-006202,GMM-21-006202,Rocio,Torres,Ramirez,TORR750619GK5,19/06/1975,50,F,Union libre,Gerente,GMM,Elite,2021-12-25,2021-12-25,2022-12-25,1,Vigente,,Broker,,,,2000000,15000.0,50600.0,63391.68,Mensual,AG033,Veracruz,Veracruz,17091.0,46-60,1
POL-006203,Vid-24-006203,Ana,Nunez,Reyes,NUAR800102KA3,02/01/1980,46,F,Divorciado,Gerente,Vida,10 anios,2024-07-09,2024-07-09,2025-07-09,1,Vencida,,Agente,,,,2000000,,43920.0,50947.2,Anual,AG014,Puebla,Atlixco,62240.0,46-60,1
POL-006204,GMM-21-006204,Valeria,Ramirez,Castillo,RAVC830510MP0,10/05/1983,42,M,Union libre,,GMM,Plus,2021-09-03,2021-09-03,2022-09-03,2,Vigente,,Agente,,,,2000000,8000.0,45320.0,54148.34,Semestral,AG023,Jalisco,Tonala,81493.0,31-45,1
POL-006205,GMM-19-006205,Elena,Romero,Morales,ROEM610623KF6,23/06/1961,64,M,Soltero,,GMM,Basico,2019-05-09,2019-05-09,2020-05-09,0,Vigente,,Agente,,,,3000000,5000.0,89760.0,107245.25,Semestral,AG039,CDMX,Coyoacan,21258.0,61+,1
POL-006206,Vid-23-006206,Sandra,Gutierrez,Morales,GUSM910506HR2,06/05/1991,34,F,Casado,Jubilado,Vida,20 anios,2023-08-07,2023-08-07,2024-08-07,2,Vigente,,Promotor,,,,1000000,,18000.0,21506.4,Semestral,AG077,Veracruz,Coatzacoalcos,46322.0,31-45,0
POL-006207,Aut-19-006207,Leticia,Moreno,Ramirez,MOLR821105BB9,05/11/1982,43,F,Soltero,Gerente,Autos,Amplia Plus,2019-09-17,2019-09-17,2020-09-17,2,Vigente,,Agente,Hyundai,2023.0,Compacto,200000,5000.0,7000.0,8120.0,Anual,AG014,Baja California,Rosarito,42733.0,31-45,0
POL-006208,GMM-23-006208,Rosa,Perez,Sanchez,PERS610705ZY2,05/07/1961,64,F,Divorciado,Director,GMM,Basico,2023-02-13,2023-02-13,2024-02-13,2,Vigente,,Agente,,,,1000000,20000.0,29920.0,36442.56,Trimestral,AG025,Yucatan,Tizimin,19685.0,61+,1
POL-006209,GMM-23-006209,Beatriz,Jimenez,Ramirez,JIBR031030RH2,30/10/2003,22,M,Divorciado,Analista,GMM,Plus,2023-08-02,2023-08-02,2024-08-02,1,Vigente,,Agente,,,,200000,15000.0,4400.0,5104.0,Anual,AG024,Veracruz,Coatzacoalcos,42932.0,18-30,0
POL-006210,Aut-22-006210,Sandra,Vega,Lopez,VESL710511PJ7,11/05/1971,54,M,Soltero,Ejecutivo,Autos,Amplia,2022-01-31,2022-01-31,2023-01-31,1,Vigente,,Broker,Chevrolet,2016.0,SUV,150000,3000.0,5250.0,6090.0,Anual,AG050,Queretaro,Corregidora,49431.0,46-60,0
POL-006211,Acc-19-006211,Monica,Gutierrez,Rivera,GUMR740825OS6,25/08/1974,51,M,Casado,Abogado,Accidentes Personales,Individual,2019-12-24,2019-12-24,2020-12-24,0,Vigente,,Agente,,,,200000,3000.0,2400.0,2784.0,Anual,AG061,CDMX,Miguel Hidalgo,,46-60,0
POL-006212,GMM-20-006212,Arturo,Chavez,Perez,CHAP770226CO9,26/02/1977,49,F,Casado,Jubilado,GMM,Plus,2020-04-18,2020-04-18,2021-04-18,3,Vigente,,Directo,,,,1000000,15000.0,24970.0,28965.2,Anual,AG079,Michoacan,Uruapan,51194.0,46-60,0
POL-006213,Acc-24-006213,Martha,Navarro,Morales,NAMM640328BY2,28/03/1964,62,M,Viudo,Arquitecto,Accidentes Personales,Individual,2024-04-27,2024-04-27,2025-04-27,1,Vigente,,Agente,,,,500000,1000.0,6000.0,6960.0,Anual,AG024,Chihuahua,Parral,63612.0,61+,0
POL-006214,GMM-24-006214,Mario,Molina,Morales,MOMM950918MC9,18/09/1995,30,F,Soltero,Arquitecto,GMM,Basico,2024-01-08,2024-01-08,2025-01-08,4,Vigente,,Directo,,,,1000000,8000.0,22000.0,26796.0,Trimestral,AG020,Sonora,Nogales,78991.0,18-30,0
POL-006215,GMM-19-006215,Rosa,Medina,Castillo,MERC831119LB9,19/11/1983,42,F,Union libre,Administrativo,GMM,Elite,2019-05-25,2019-05-25,2020-05-25,0,Vencida,,Agente,,,,500000,8000.0,11330.0,13142.8,Anual,AG041,Yucatan,Hunucma,70089.0,31-45,0
POL-006216,GMM-23-006216,Francisco,Cruz,Cruz,CRFC991016BE3,16/10/1999,26,F,Viudo,Analista,GMM,Basico,2023-09-09,2023-09-09,2024-09-09,0,Vigente,,Digital,,,,3000000,20000.0,66000.0,82684.8,Mensual,AG077,Coahuila,Torreon,83420.0,18-30,1
POL-006217,Aut-24-006217,Luz,Reyes,Ramirez,RELR710227BJ4,27/02/1971,55,M,Divorciado,Arquitecto,Autos,Amplia Plus,2024-11-15,2024-11-15,2025-11-15,1,Vigente,,Agente,Mazda,2025.0,Compacto,200000,8000.0,7000.0,8769.6,Mensual,AG048,Coahuila,Acuna,26535.0,46-60,0
POL-006218,GMM-22-006218,Silvia,Gutierrez,Vargas,GUSV650929QQ9,29/09/1965,60,F,Divorciado,Analista,GMM,Plus,2022-08-01,2022-08-01,2023-08-01,0,Vigente,,Broker,,,,2000000,8000.0,57200.0,66352.0,Anual,AG049,Chihuahua,Parral,24285.0,46-60,1
POL-006219,Vid-21-006219,Gloria,Martinez,Castillo,MAGC940330JR9,30/03/1994,32,F,Soltero,Tecnico,Vida,Permanente,2021-08-13,2021-08-13,2022-08-13,1,Vigente,,Digital,,,,1000000,,18000.0,20880.0,Anual,AG033,Tamaulipas,Victoria,43724.0,31-45,0
POL-006220,GMM-23-006220,Miguel,Ramos,Lopez,RAML770212NO1,12/02/1977,49,M,Viudo,Director,GMM,Plus,2023-01-22,2023-01-22,2024-01-22,1,Vigente,,Agente,,,,1000000,15000.0,24970.0,29834.16,Semestral,AG077,Chihuahua,Chihuahua,89945.0,46-60,0
POL-006221,Aut-22-006221,Roberto,Perez,Reyes,PERR950728OT8,28/07/1995,30,F,Casado,Tecnico,Autos,Amplia Plus,2022-07-10,2022-07-10,2023-07-10,1,Vigente,,Broker,Nissan,2015.0,Hatchback,800000,3000.0,28000.0,32480.0,Anual,AG009,Chihuahua,Cuauhtemoc,11517.0,18-30,0
POL-006222,Aut-24-006222,Pedro,Salazar,Rivera,SAPR950908SQ4,08/09/1995,30,M,Soltero,Empresario,Autos,Amplia Plus,2024-04-17,2024-04-17,2025-04-17,3,Vigente,,Directo,BMW,2018.0,Deportivo,800000,8000.0,28000.0,32480.0,Anual,AG059,CDMX,Iztapalapa,65542.0,18-30,0
POL-006223,Aut-19-006223,Sergio,Medina,Lopez,MESL650808PX9,08/08/1965,60,F,Casado,,Autos,Amplia,2019-01-25,2019-01-25,2020-01-25,2,Suspendida,,Agente,Hyundai,2017.0,Sedan,300000,8000.0,10500.0,12545.4,Semestral,AG028,Nuevo Leon,Apodaca,55756.0,46-60,0
POL-006224,Aut-21-006224,Diana,Silva,Perez,SIDP650123MV0,23/01/1965,61,M,Union libre,Ama de casa,Autos,RC+LT,2021-08-06,2021-08-06,2022-08-06,1,Vigente,,Agente,Hyundai,2018.0,Camioneta,800000,5000.0,28000.0,33454.4,Semestral,AG071,Baja California,Mexicali,90544.0,61+,0
POL-006225,GMM-19-006225,Ana,Rios,Mendoza,RIAM941009ZB0,09/10/1994,31,Masculino,Union libre,Analista,GMM,Plus,2019-11-27,2019-11-27,2020-11-27,1,Vigente,,Agente,,,,500000,15000.0,11000.0,13398.0,Trimestral,AG027,Nuevo Leon,Escobedo,75627.0,31-45,0
POL-006226,GMM-22-006226,Antonio,Romero,Reyes,ROAR821127HZ2,27/11/1982,43,M,Union libre,Ejecutivo,GMM,Basico,2022-08-04,2022-08-04,2023-08-04,0,Cancelada,Falta de pago,Banca Seguros,,,,3000000,8000.0,68970.0,80005.2,Anual,AG012,Sonora,Guaymas,67393.0,31-45,1
POL-006227,Acc-21-006227,Leticia,Navarro,Gonzalez,NALG730113YL9,13/01/1973,53,Masculino,Union libre,Director,Accidentes Personales,Familiar,2021-08-22,2021-08-22,2022-08-22,1,Vigente,,Agente,,,,300000,3000.0,3600.0,4510.08,Mensual,AG058,Veracruz,Orizaba,21333.0,46-60,0
POL-006228,Aut-19-006228,Rosa,Gomez,Romero,GORR740925CG6,25/09/1974,51,F,Soltero,Maestro,Autos,Amplia,2019-11-09,2019-11-09,2020-11-09,2,Vigente,,Agente,Kia,2024.0,SUV,400000,5000.0,14000.0,16240.0,Anual,AG031,Nuevo Leon,Escobedo,52743.0,46-60,0
POL-006229,Vid-19-006229,Adriana,Vargas,Castillo,VAAC900205KG8,05/02/1990,36,Femenino,Casado,,Vida,20 anios,2019-07-04,2019-07-04,2020-07-04,1,Vigente,,Digital,,,,1000000,,18360.0,21936.53,Semestral,AG020,Coahuila,Piedras Negras,16659.0,31-45,0
POL-006230,GMM-21-006230,Oscar,Ramirez,Garcia,RAOG800511TC1,11/05/1980,45,Masculino,Viudo,Ingeniero,GMM,Basico,2021-04-26,2021-04-26,2022-04-26,1,Vigente,,Banca Seguros,,,,200000,15000.0,4730.0,5925.74,Mensual,AG066,Guanajuato,Irapuato,,31-45,0
POL-006231,GMM-19-006231,Adriana,Salazar,Torres,SAAT790611BO4,11/06/1979,46,F,Casado,Comerciante,GMM,Basico,2019-02-19,2019-02-19,2020-02-19,1,Vigente,,Agente,,,,1000000,8000.0,23980.0,28651.3,Semestral,AG072,Michoacan,Lazaro Cardenas,92003.0,46-60,0
POL-006232,GMM-19-006232,Jose,Salazar,Lopez,SAJL761130IE6,30/11/1976,49,F,Soltero,Administrativo,GMM,Plus,2019-05-04,2019-05-04,2020-05-04,0,Vigente,,Digital,,,,2000000,8000.0,49940.0,57930.4,Anual,AG078,Jalisco,Tlaquepaque,41697.0,46-60,1
POL-006233,GMM-22-006233,Pedro,Castillo,Mendoza,CAPM801223EJ2,23/12/1980,45,Masculino,Viudo,Estudiante,GMM,Elite,2022-01-12,2022-01-12,2023-01-12,1,Vigente,,Broker,,,,500000,20000.0,11825.0,14128.51,Semestral,AG030,Yucatan,Progreso,30494.0,31-45,0
POL-006234,Vid-21-006234,Rocio,Moreno,Ramos,MORR930817YL7,17/08/1993,32,Femenino,Soltero,,Vida,20 anios,2021-05-02,2021-05-02,2022-05-02,1,Vigente,,Agente,,,,2000000,,36000.0,43012.8,Semestral,AG028,Guanajuato,Celaya,56794.0,31-45,1
POL-006235,Aut-24-006235,Rocio,Moreno,Vega,MORV910724AF8,24/07/1991,34,F,Union libre,Ingeniero,Autos,RC+LT,2024-05-10,2024-05-10,2025-05-10,0,Vigente,,Agente,Nissan,2025.0,Camioneta,300000,8000.0,10500.0,12180.0,Anual,AG011,Yucatan,Progreso,67685.0,31-45,0
POL-006236,GMM-24-006236,Jorge,Hernandez,Ramirez,HEJR751201LA7,01/12/1975,50,Femenino,Union libre,Empleado,GMM,Elite,2024-05-04,2024-05-04,2025-05-04,0,Vigente,,Agente,,,,200000,8000.0,5060.0,6045.69,Semestral,AG067,Jalisco,Tlaquepaque,88385.0,46-60,0
POL-006237,Aut-20-006237,Lorena,Jimenez,Ramos,JILR671121MV6,21/11/1967,58,F,Casado,Estudiante,Autos,Amplia,2020-11-11,2020-11-11,2021-11-11,1,Vigente,,Agente,Toyota,2020.0,Sedan,150000,5000.0,5250.0,6272.7,Semestral,AG060,Michoacan,Apatzingan,96768.0,46-60,0
POL-006238,Acc-22-006238,Pedro,Ortiz,Gonzalez,ORPG660807AY6,07/08/1966,59,F,Divorciado,Administrativo,Accidentes Personales,Individual,2022-11-04,2022-11-04,2023-11-04,1,Vigente,,Banca Seguros,,,,500000,2000.0,6000.0,7168.8,Semestral,AG038,Jalisco,Zapopan,31297.0,46-60,0
POL-006239,GMM-21-006239,Silvia,Torres,Torres,TOST760125QK1,25/01/1976,50,M,Casado,Ejecutivo,GMM,Premium,2021-07-23,2021-07-23,2022-07-23,1,Vigente,,Agente,,,,500000,10000.0,12650.0,15407.7,Trimestral,AG005,Veracruz,Xalapa,12639.0,46-60,0
POL-006240,Acc-22-006240,Carmen,Medina,Ramirez,MECR970428FG2,28/04/1997,29,F,Union libre,Contador,Accidentes Personales,Individual,2022-05-29,2022-05-29,2023-05-29,3,Vigente,,Agente,,,,300000,1000.0,3600.0,4510.08,Mensual,AG039,Michoacan,Apatzingan,33642.0,18-30,0
POL-006241,GMM-21-006241,Martha,Perez,Ramirez,PEMR870628FD0,28/06/1987,38,F,Soltero,Administrativo,GMM,Premium,2021-04-05,2021-04-05,2022-04-05,0,Vigente,,Agente,,,,800000,8000.0,17600.0,22049.28,Mensual,AG062,Yucatan,Merida,33128.0,31-45,0
POL-006242,Acc-19-006242,Carlos,Hernandez,Gonzalez,HECG710119AB2,19/01/1971,55,F,Soltero,Arquitecto,Accidentes Personales,Individual,2019-03-10,2019-03-10,2020-03-10,1,Vigente,,Agente,,,,200000,1000.0,2400.0,3006.72,Mensual,AG070,Nuevo Leon,San Nicolas,57008.0,46-60,0
POL-006243,GMM-20-006243,Raul,Perez,Gonzalez,PERG861118ZL8,18/11/1986,39,Masculino,Divorciado,Medico,GMM,Plus,2020-09-10,2020-09-10,2021-09-10,2,Vigente,,Agente,,,,2000000,5000.0,44000.0,51040.0,Anual,AG072,Tamaulipas,Nuevo Laredo,89657.0,31-45,1
POL-006244,Aut-19-006244,Adriana,Rodriguez,Lopez,ROAL910124GJ5,24/01/1991,35,M,Divorciado,Estudiante,Autos,RC+LT,2019-03-21,2019-03-21,2020-03-21,1,Vigente,,Agente,Toyota,2021.0,Sedan,800000,8000.0,28000.0,35078.4,Mensual,AG006,Coahuila,Saltillo,24908.0,31-45,0
POL-006245,Vid-22-006245,Antonio,Flores,Ramirez,FLAR780616SB7,16/06/1978,47,F,Casado,Arquitecto,Vida,20 anios,2022-10-10,2022-10-10,2023-10-10,4,Vigente,,Digital,,,,2000000,,44640.0,51782.4,Anual,AG003,Guanajuato,Salamanca,44659.0,46-60,1
POL-006246,GMM-19-006246,Diego,Ruiz,Garcia,RUDG990730DA5,30/07/1999,26,Masculino,Union libre,Arquitecto,GMM,Basico,2019-11-13,2019-11-13,2020-11-13,4,Vigente,,Digital,,,,2000000,8000.0,44000.0,52571.2,Semestral,AG038,Coahuila,Piedras Negras,64232.0,18-30,1
POL-006247,Aut-19-006247,Pedro,Rodriguez,Vargas,ROPV720202WL8,02/02/1972,54,M,Viudo,Tecnico,Autos,Amplia Plus,2019-04-16,2019-04-16,2020-04-16,1,Vigente,,Promotor,Chevrolet,2020.0,Compacto,600000,8000.0,21000.0,24360.0,Anual,AG056,Chihuahua,Chihuahua,51568.0,46-60,0
POL-006248,GMM-22-006248,Silvia,Jimenez,Sanchez,JISS600809ZK2,09/08/1960,65,M,Casado,Arquitecto,GMM,Plus,2022-05-14,2022-05-14,2023-05-14,0,Vigente,,Agente,,,,500000,5000.0,15125.0,18422.25,Trimestral,AG034,Baja California,Ensenada,40012.0,61+,0
POL-006249,GMM-19-006249,Francisco,Perez,Perez,PEFP900206WS5,06/02/1990,36,M,Divorciado,Ama de casa,GMM,Basico,2019-02-15,2019-02-15,2020-02-15,1,Vigente,,Agente,,,,500000,15000.0,11000.0,12760.0,Anual,AG037,Nuevo Leon,Apodaca,93094.0,31-45,0
POL-006250,GMM-24-006250,Ricardo,Salazar,Cruz,SARC761017QH5,17/10/1976,49,Femenino,Viudo,Jubilado,GMM,Premium,2024-07-17,2024-07-17,2025-07-17,0,Vigente,,Directo,,,,2000000,10000.0,49940.0,62564.83,Mensual,AG065,Guanajuato,Guanajuato,53432.0,46-60,1
POL-006251,GMM-22-006251,Elena,Torres,Silva,TOES750828KC4,28/08/1975,50,M,Soltero,Consultor,GMM,Plus,2022-10-28,2022-10-28,2023-10-28,4,Vigente,,Directo,,,,1000000,5000.0,25300.0,30815.4,Trimestral,AG038,Sonora,Nogales,91288.0,46-60,0
POL-006252,Acc-19-006252,Fernando,Jimenez,Vargas,JIFV950303QP8,03/03/1995,31,F,Casado,Ama de casa,Accidentes Personales,Individual,2019-02-03,2019-02-03,2020-02-03,1,Vigente,,Agente,,,,200000,3000.0,2400.0,2867.52,Semestral,AG050,Nuevo Leon,Monterrey,51261.0,31-45,0
POL-006253,GMM-23-006253,Jorge,Chavez,Mendoza,CHJM751226LV4,26/12/1975,50,M,Soltero,Maestro,GMM,Basico,2023-08-05,2023-08-05,2024-08-05,2,Vigente,,Promotor,,,,800000,15000.0,20240.0,25356.67,Mensual,AG073,Jalisco,Guadalajara,53931.0,46-60,0
POL-006254,GMM-22-006254,Diego,Moreno,Reyes,MODR720512PT0,12/05/1972,53,F,Union libre,Administrativo,GMM,Basico,2022-09-04,2022-09-04,2023-09-04,2,Vigente,,Broker,,,,200000,10000.0,5258.0,6282.26,Semestral,AG025,CDMX,Tlalpan,80238.0,46-60,0
POL-006255,GMM-24-006255,Laura,Ortiz,Ramirez,ORLR720514TK9,14/05/1972,53,F,Divorciado,Consultor,GMM,Plus,2024-09-25,2024-09-25,2025-09-25,0,Vigente,,Promotor,,,,3000000,10000.0,78870.0,96063.66,Trimestral,AG029,Queretaro,El Marques,92651.0,46-60,1
POL-006256,Vid-22-006256,Arturo,Ruiz,Ramos,RUAR790817WR8,17/08/1979,46,F,Soltero,Abogado,Vida,Permanente,2022-08-15,2022-08-15,2023-08-15,2,Vigente,,Broker,,,,5000000,,109800.0,137557.44,Mensual,AG037,Chihuahua,Ciudad Juarez,39651.0,46-60,1
POL-006257,Vid-20-006257,Mario,Ramirez,Reyes,RAMR710917RZ7,17/09/1971,54,F,Soltero,Maestro,Vida,Permanente,2020-04-11,2020-04-11,2021-04-11,1,Vigente,,Agente,,,,1000000,,24840.0,28814.4,Anual,AG042,CDMX,Benito Juarez,15650.0,46-60,0
POL-006258,Vid-22-006258,Raul,Ruiz,Cruz,RURC850501BW5,01/05/1985,40,F,Viudo,Administrativo,Vida,20 anios,2022-06-29,2022-06-29,2023-06-29,1,Cancelada,Solicitud del cliente,Agente,,,,3000000,,59400.0,68904.0,Anual,AG041,Queretaro,El Marques,39003.0,31-45,1
POL-006259,GMM-19-006259,Elena,Navarro,Mendoza,NAEM620429UQ9,29/04/1962,64,F,Divorciado,Consultor,GMM,Premium,2019-10-01,2019-10-01,2020-10-01,1,Vigente,,Agente,,,,1000000,10000.0,29920.0,34707.2,Anual,AG007,CDMX,Coyoacan,,61+,1
POL-006260,GMM-23-006260,Leticia,Hernandez,Gutierrez,HELG751113OL4,13/11/1975,50,M,Union libre,Medico,GMM,Plus,2023-11-16,2023-11-16,2024-11-16,4,Vigente,,Broker,,,,1000000,20000.0,25300.0,29348.0,Anual,AG028,Veracruz,Orizaba,37530.0,46-60,0
POL-006261,GMM-20-006261,Beatriz,Navarro,Martinez,NABM971221SN1,21/12/1997,28,M,Casado,Director,GMM,Plus,2020-11-02,2020-11-02,2021-11-02,0,Vigente,,Broker,,,,3000000,20000.0,66000.0,78856.8,Semestral,AG040,Yucatan,Merida,67358.0,18-30,1
POL-006262,Acc-23-006262,Claudia,Moreno,Flores,MOCF760110BS9,10/01/1976,50,M,Casado,Contador,Accidentes Personales,Individual,2023-06-03,2023-06-03,2024-06-03,1,Vigente,,Agente,,,,500000,1000.0,6000.0,7516.8,Mensual,AG014,Tamaulipas,Victoria,96895.0,46-60,0
POL-006263,Aut-24-006263,Arturo,Moreno,Lopez,MOAL020225EO6,25/02/2002,24,M,Soltero,Ingeniero,Autos,Amplia,2024-08-23,2024-08-23,2025-08-23,2,Vigente,,Agente,Nissan,2017.0,Deportivo,150000,3000.0,5250.0,6272.7,Semestral,AG030,Jalisco,Guadalajara,65593.0,18-30,0
POL-006264,GMM-22-006264,Daniel,Castillo,Gonzalez,CADG761205HF3,05/12/1976,49,Masculino,Viudo,Ama de casa,GMM,Premium,2022-02-02,2022-02-02,2023-02-02,2,Vigente,,Digital,,,,200000,8000.0,4994.0,6082.69,Trimestral,AG058,Guanajuato,Irapuato,32205.0,46-60,0
POL-006265,GMM-24-006265,Rocio,Mendoza,Martinez,MERM751020PG9,20/10/1975,50,F,Viudo,Ama de casa,GMM,Plus,2024-07-07,2024-07-07,2025-07-07,2,Vigente,,Banca Seguros,,,,200000,10000.0,5060.0,6339.17,Mensual,AG066,Chihuahua,Cuauhtemoc,32492.0,46-60,0
POL-006266,Aut-24-006266,Pablo,Soto,Morales,SOPM710101QN4,01/01/1971,55,F,Soltero,Arquitecto,Autos,RC+LT,2024-05-08,2024-05-08,2025-05-08,0,Vigente,,Directo,Hyundai,2015.0,Compacto,800000,3000.0,28000.0,33454.4,Semestral,AG062,Chihuahua,Ciudad Juarez,96428.0,46-60,0
POL-006267,GMM-22-006267,Manuel,Hernandez,Gutierrez,HEMG730102RB5,02/01/1973,53,Masculino,Casado,Administrativo,GMM,Basico,2022-12-31,2022-12-31,2023-12-31,4,Vigente,,Agente,,,,800000,8000.0,21032.0,26348.89,Mensual,AG003,Yucatan,Valladolid,18264.0,46-60,0
POL-006268,GMM-23-006268,Jorge,Gomez,Perez,GOJP861228HS0,28/12/1986,39,M,Soltero,Independiente,GMM,Premium,2023-06-08,2023-06-08,2024-06-08,1,Vigente,,Agente,,,,3000000,20000.0,66000.0,76560.0,Anual,AG062,Yucatan,Hunucma,24538.0,31-45,1
POL-006269,GMM-21-006269,Roberto,Chavez,Ramos,CHRR890717JQ3,17/07/1989,36,M,Soltero,Administrativo,GMM,Premium,2021-06-08,2021-06-08,2022-06-08,2,Vigente,,Digital,,,,300000,8000.0,6600.0,7656.0,Anual,AG025,Tamaulipas,Victoria,75726.0,31-45,0
POL-006270,Aut-19-006270,Roberto,Aguilar,Silva,AGRS850317NJ9,17/03/1985,41,Femenino,Casado,Administrativo,Autos,Amplia Plus,2019-02-12,2019-02-12,2020-02-12,1,Vigente,,Agente,BMW,2019.0,SUV,400000,8000.0,14000.0,16240.0,Anual,AG042,Baja California,Tecate,82058.0,31-45,0
POL-006271,Aut-21-006271,Rosa,Salazar,Castillo,SARC830503XO6,03/05/1983,42,M,Soltero,,Autos,Amplia,2021-05-15,2021-05-15,2022-05-15,0,Vigente,,Agente,Toyota,2023.0,Hatchback,200000,3000.0,7000.0,8526.0,Trimestral,AG073,Tamaulipas,Tampico,23915.0,31-45,0
POL-006272,GMM-19-006272,Hector,Ortiz,Reyes,ORHR780217XV7,17/02/1978,48,M,Union libre,,GMM,Elite,2019-08-04,2019-08-04,2020-08-04,1,Vigente,,Promotor,,,,800000,15000.0,19712.0,24695.19,Mensual,AG058,Veracruz,Xalapa,44696.0,46-60,0
