id_beneficiario,id_poliza,orden,nombre,apellido_paterno,apellido_materno,parentesco,fecha_nacimiento,porcentaje,rfc,telefono,email,activo,fecha_registro,id_sistema_ben
BEN-0056112,POL-017940,2,Monica,Soto,Ramirez,Hijo,2003-07-27,50,BYAX665794,5544095387,,True,2019-04-30,BEN-SYS-4744369
BEN-0056113,POL-048571,3,Silvia,Jimenez,Silva,Otro,1961-02-16,33,XDWQ643422,5532031048,,True,2023-03-23,BEN-SYS-3048231
BEN-0056114,POL-033324,2,Norma,Perez,Cruz,Conyuge,1979-02-22,33,OLKH622685,5562552882,hector.garcia@hotmail.com,True,2024-02-24,BEN-SYS-5456987
BEN-0056115,POL-028423,2,Laura,Castillo,Mendoza,Conyuge,1959-04-28,33,PSEF822892,5510101514,,True,2019-05-26,BEN-SYS-9564714
BEN-0056116,POL-020486,1,Oscar,Garcia,Romero,Hermano,1993-12-14,100,GEPZ652418,,,True,2019-01-31,BEN-SYS-6840495
BEN-0056117,POL-013355,3,Rocio,Morales,Perez,Hija,1963-04-03,50,JUCJ823315,5539531615,ana.castillo@gmail.com,False,2024-01-05,BEN-SYS-3478416
BEN-0056118,POL-018398,3,Laura,Vega,Castillo,Hijo,1985-05-15,50,MFXG763578,5564180396,rosa.torres@gmail.com,True,2021-10-03,BEN-SYS-8624542
BEN-0056119,POL-041088,1,Patricia,Reyes,Reyes,Hijo,1966-01-29,25,ROVU943751,5586988439,carmen.salazar@hotmail.com,True,2019-05-05,BEN-SYS-6304789
BEN-0056120,POL-035524,1,Sergio,Gomez,Vega,Hija,2002-05-31,50,YSON809739,5528301095,gloria.moreno@hotmail.com,False,2024-07-05,BEN-SYS-2641331
BEN-0056121,POL-019689,2,Rosa,Ramirez,Cruz,Hermano,2006-05-14,25,CXCP987068,,gabriela.mendoza@hotmail.com,True,2019-10-17,BEN-SYS-9746921
BEN-0056122,POL-020464,1,Luis,Ruiz,Hernandez,Conyuge,1960-07-10,25,QHLD808924,,,True,2022-03-06,BEN-SYS-9928408
BEN-0056123,POL-039907,2,Alejandro,Cruz,Martinez,Conyuge,1975-07-24,50,TYTI818856,5526332308,,True,2020-07-18,BEN-SYS-7584644
BEN-0056124,POL-022442,1,Luz,Vega,Ramos,Hija,1973-08-14,50,ZQKR721611,5554214173,,False,2019-04-05,BEN-SYS-6285739
BEN-0056125,POL-023493,1,Jose,Romero,Hernandez,Hijo,1956-11-17,33,VSFM690002,,carlos.ramos@gmail.com,True,2024-06-12,BEN-SYS-5768269
BEN-0056126,POL-049937,3,Elena,Dominguez,Diaz,Hijo,1976-02-23,25,BFLT819538,5597852063,,True,2020-04-17,BEN-SYS-2742610
BEN-0056127,POL-033158,2,Diego,Ortiz,Torres,Hijo,2001-07-24,100,EDBN979780,5587861076,,True,2023-03-08,BEN-SYS-9379643
BEN-0056128,POL-027507,2,Lorena,Soto,Cruz,Hijo,1960-01-13,100,JEJP918332,5527843784,jorge.soto@hotmail.com,True,2020-11-17,BEN-SYS-3665570
BEN-0056129,POL-008771,1,Lorena,Romero,Gutierrez,Conyuge,1958-05-21,50,JKTM668578,5512734871,gabriela.jimenez@hotmail.com,False,2021-09-07,BEN-SYS-5424337
BEN-0056130,POL-025716,2,Jorge,Ruiz,Vargas,Hijo,2004-10-24,25,JAEN915987,5518993445,rocio.gutierrez@gmail.com,False,2021-04-29,BEN-SYS-7307293
BEN-0056131,POL-020099,1,Rocio,Ramos,Reyes,Padre,1961-05-12,100,ABII760399,,,False,2022-11-11,BEN-SYS-8011678
BEN-0056132,POL-025054,1,Martha,Torres,Vargas,Padre,2008-06-04,50,LAGR711983,,jorge.ramirez@gmail.com,False,2019-06-16,BEN-SYS-9399547
BEN-0056133,POL-006607,1,Rocio,Vega,Reyes,Conyuge,1989-04-14,33,SZHC665866,5515342964,,True,2020-05-17,BEN-SYS-1776941
BEN-0056134,POL-008736,2,Ana,Cruz,Gutierrez,Hermana,1992-01-24,50,BJXX879065,,,True,2023-12-08,BEN-SYS-7117004
BEN-0056135,POL-045056,3,Pablo,Lopez,Sanchez,Conyuge,1985-02-16,50,VCFF663543,5577707121,,True,2024-01-18,BEN-SYS-2648338
BEN-0056136,POL-005526,1,Luis,Vargas,Martinez,Hijo,1970-06-17,100,KRXH750536,5599003006,,True,2020-05-26,BEN-SYS-6617816
BEN-0056137,POL-025420,1,Rocio,Vargas,Mendoza,Hija,2001-10-29,25,MFDS881720,,victor.salazar@gmail.com,False,2024-09-10,BEN-SYS-6132546
BEN-0056138,POL-009503,1,Leticia,Garcia,Ramos,Madre,1959-10-18,25,NSIH930717,,roberto.flores@hotmail.com,True,2021-08-30,BEN-SYS-9137818
BEN-0056139,POL-042881,1,Francisco,Rivera,Vargas,Hija,1989-06-24,50,AEMU794462,,,False,2022-09-22,BEN-SYS-4803754
BEN-0056140,POL-022882,2,Luz,Gomez,Vega,Conyuge,1962-11-04,25,RFCX983585,,miguel.jimenez@gmail.com,True,2019-05-12,BEN-SYS-8930472
BEN-0056141,POL-039510,1,Silvia,Flores,Ramos,Padre,1969-09-15,100,JMLK762996,5520043105,daniel.gutierrez@gmail.com,True,2021-12-26,BEN-SYS-9751158
BEN-0056142,POL-042701,1,Sofia,Aguilar,Morales,Hija,1964-05-02,25,UCIV960593,,,True,2021-03-16,BEN-SYS-6184870
BEN-0056143,POL-012297,1,Sofia,Martinez,Romero,Hija,1965-10-09,25,LSDI807412,5545507719,andres.perez@hotmail.com,False,2024-07-07,BEN-SYS-8120207
BEN-0056144,POL-014491,2,Diana,Medina,Vargas,Padre,1966-04-15,100,IUMQ883944,5570661010,,False,2022-10-06,BEN-SYS-8664821
BEN-0056145,POL-033052,1,Sergio,Gomez,Garcia,Hijo,1999-10-30,50,BIWF663385,5560218515,manuel.silva@hotmail.com,True,2023-02-14,BEN-SYS-2499535
BEN-0056146,POL-027445,1,Roberto,Rodriguez,Sanchez,Conyuge,2001-05-24,50,NZSK954366,5595647746,pedro.reyes@gmail.com,True,2023-01-29,BEN-SYS-9410529
BEN-0056147,POL-027337,1,Carmen,Navarro,Morales,Hija,1965-04-09,50,LZWL731064,,,False,2023-11-05,BEN-SYS-6684684
BEN-0056148,POL-013893,2,Andres,Martinez,Romero,Hermana,1976-02-12,50,QRGP633848,5516706537,leticia.hernandez@hotmail.com,True,2024-12-04,BEN-SYS-9927347
BEN-0056149,POL-036287,1,Esperanza,Perez,Vega,Conyuge,1982-06-16,50,FWIE621902,5560121274,raul.rios@hotmail.com,True,2020-03-01,BEN-SYS-2021629
BEN-0056150,POL-011081,1,Carmen,Romero,Ramos,Conyuge,1971-09-21,50,UODH713432,5593231106,,False,2024-01-02,BEN-SYS-4045113
BEN-0056151,POL-043703,1,Roberto,Gutierrez,Diaz,Conyuge,1952-10-06,50,QPWQ839714,5544462858,rosa.lopez@gmail.com,True,2023-10-02,BEN-SYS-9493818
BEN-0056152,POL-010882,1,Silvia,Flores,Ramirez,Padre,1981-06-02,25,ELQY750683,5516609025,roberto.garcia@hotmail.com,False,2024-08-26,BEN-SYS-5541460
BEN-0056153,POL-031272,2,Andres,Sanchez,Vega,Hijo,1963-05-02,50,JTHO736931,5581692527,,True,2022-05-28,BEN-SYS-1060762
BEN-0056154,POL-047180,1,Lorena,Chavez,Silva,Conyuge,1998-12-17,33,NYAF899317,5572664471,sergio.vargas@hotmail.com,False,2022-03-20,BEN-SYS-9581374
BEN-0056155,POL-034071,1,Alicia,Ortiz,Castillo,Madre,1971-01-03,25,CYPE622646,,beatriz.lopez@hotmail.com,True,2023-06-20,BEN-SYS-8418291
BEN-0056156,POL-031508,1,Silvia,Castillo,Martinez,Conyuge,1983-03-15,33,NTEI774127,5572759917,beatriz.rios@gmail.com,True,2021-12-30,BEN-SYS-9236034
BEN-0056157,POL-003735,2,Norma,Salazar,Romero,Conyuge,2005-07-11,33,RUJX708167,5597304230,,True,2023-06-01,BEN-SYS-5119027
BEN-0056158,POL-043321,1,Silvia,Castillo,Perez,Madre,2008-02-26,50,OADK617309,,adriana.moreno@gmail.com,True,2022-03-26,BEN-SYS-9345579
BEN-0056159,POL-032901,2,Valeria,Medina,Mendoza,Hijo,1958-11-14,25,FLGP728105,5565700693,,True,2019-07-22,BEN-SYS-2526129
BEN-0056160,POL-047576,1,Roberto,Molina,Ramos,Madre,1957-12-02,33,FCET902274,5548284502,,True,2019-08-09,BEN-SYS-6163732
BEN-0056161,POL-037420,1,Francisco,Moreno,Perez,Hijo,1978-02-27,50,KABL826816,5545943604,ricardo.jimenez@hotmail.com,False,2020-08-31,BEN-SYS-3434709
BEN-0056162,POL-004158,2,Jorge,Chavez,Gonzalez,Padre,1969-01-28,50,SNYT642651,5517054960,miguel.lopez@gmail.com,False,2024-05-21,BEN-SYS-1643040
BEN-0056163,POL-028428,1,Carmen,Morales,Hernandez,Hijo,1971-04-05,50,TLPQ712964,5599780734,arturo.silva@gmail.com,True,2023-01-14,BEN-SYS-2414428
BEN-0056164,POL-040670,1,Andres,Martinez,Hernandez,Padre,1982-04-28,50,VZJF680390,5536971019,ana.sanchez@gmail.com,True,2021-09-07,BEN-SYS-9391723
BEN-0056165,POL-044012,2,Arturo,Dominguez,Cruz,Hija,2002-08-09,100,TASX925208,5558133896,maria.rivera@hotmail.com,True,2022-07-28,BEN-SYS-2539475
BEN-0056166,POL-017799,2,Miguel,Sanchez,Mendoza,Hermana,1980-02-06,25,HXKS710937,,luz.moreno@gmail.com,True,2022-01-16,BEN-SYS-9490870
BEN-0056167,POL-000639,1,Roberto,Rivera,Silva,Hijo,1955-09-29,50,GLLD740808,5580690347,gloria.mendoza@hotmail.com,True,2024-09-02,BEN-SYS-2810484
BEN-0056168,POL-021409,1,Rocio,Rivera,Silva,Hermano,1989-07-29,100,FDBL662550,5542976125,martha.ruiz@gmail.com,False,2023-04-15,BEN-SYS-2036513
BEN-0056169,POL-041023,1,Francisco,Gomez,Reyes,Hijo,2009-03-29,50,UIER624720,5527569681,gloria.perez@gmail.com,True,2024-10-08,BEN-SYS-5598255
BEN-0056170,POL-008992,1,Sofia,Dominguez,Vargas,Hijo,1952-08-11,50,HOVY710212,5563761611,,True,2024-04-25,BEN-SYS-1080060
BEN-0056171,POL-012264,1,Juan,Castillo,Vega,Madre,1985-08-31,25,VGCZ619612,5514474098,,False,2024-10-27,BEN-SYS-1979391
BEN-0056172,POL-007013,3,Pedro,Chavez,Perez,Padre,1985-07-16,50,TNXR688596,,,True,2023-01-31,BEN-SYS-1412448
BEN-0056173,POL-026081,1,Alejandro,Perez,Martinez,Hija,2006-08-27,33,KBKT608919,,arturo.rodriguez@hotmail.com,True,2023-03-08,BEN-SYS-5265053
BEN-0056174,POL-007778,1,Leticia,Dominguez,Vargas,Hijo,2000-11-24,33,YCRD761028,5524704264,adriana.jimenez@hotmail.com,True,2021-12-16,BEN-SYS-7361537
BEN-0056175,POL-005112,1,Valeria,Torres,Cruz,Hijo,1965-12-03,50,POHR959504,,,True,2023-08-18,BEN-SYS-3274164
BEN-0056176,POL-039869,1,Arturo,Ortiz,Castillo,Hermana,1976-04-22,33,ETSQ636572,5554382673,diego.ortiz@hotmail.com,False,2024-07-07,BEN-SYS-3132437
BEN-0056177,POL-003572,2,Diana,Reyes,Mendoza,Conyuge,1951-07-16,100,ZXYD818794,5520003602,mario.morales@gmail.com,True,2023-10-08,BEN-SYS-8336573
BEN-0056178,POL-011630,2,Rocio,Mendoza,Gutierrez,Conyuge,1958-01-19,25,VUVB789453,5592730194,,False,2023-01-09,BEN-SYS-3575684
BEN-0056179,POL-029584,3,Mario,Sanchez,Gonzalez,Conyuge,1973-06-23,50,GFRP801024,5573114231,antonio.aguilar@gmail.com,False,2023-03-28,BEN-SYS-1471298
BEN-0056180,POL-035506,2,Pedro,Navarro,Gonzalez,Madre,2004-04-15,25,NLUH846291,,,True,2019-07-15,BEN-SYS-5097491
BEN-0056181,POL-022350,1,Pedro,Torres,Reyes,Conyuge,1985-07-06,100,QEHF838504,,,False,2023-08-17,BEN-SYS-6971487
BEN-0056182,POL-032190,3,Esperanza,Chavez,Perez,Hijo,1960-05-06,100,NUMW899821,5546568736,,False,2020-03-18,BEN-SYS-9196124
BEN-0056183,POL-044490,1,Maria,Diaz,Rivera,Hijo,1998-09-28,50,UUNS920450,5546928572,ricardo.medina@gmail.com,False,2021-05-16,BEN-SYS-6801558
BEN-0056184,POL-011573,2,Beatriz,Diaz,Ramirez,Hija,1958-11-20,100,VLJY685608,,pablo.sanchez@gmail.com,True,2019-06-20,BEN-SYS-8631107
BEN-0056185,POL-017296,1,Leticia,Sanchez,Flores,Hija,1999-03-22,33,XYUJ773796,5577869751,pedro.dominguez@hotmail.com,False,2024-06-02,BEN-SYS-6929656
BEN-0056186,POL-044155,2,Jorge,Perez,Vargas,Hijo,1984-09-13,50,SDVN918782,5597781830,,True,2020-07-16,BEN-SYS-6054322
BEN-0056187,POL-018871,2,Maria,Moreno,Gutierrez,Conyuge,1996-09-15,50,EPEP759785,5521706939,beatriz.silva@gmail.com,True,2023-07-15,BEN-SYS-1629933
BEN-0056188,POL-018435,2,Manuel,Cruz,Vega,Conyuge,1998-03-30,100,KTCH846785,,pablo.romero@hotmail.com,False,2020-02-04,BEN-SYS-5943156
BEN-0056189,POL-007304,2,Enrique,Garcia,Silva,Conyuge,1973-10-08,50,ZLPX725430,,lorena.diaz@gmail.com,True,2019-10-27,BEN-SYS-4487106
BEN-0056190,POL-017308,2,Carmen,Chavez,Castillo,Hija,1983-06-14,100,UBRW765612,,alicia.ramirez@hotmail.com,True,2024-09-04,BEN-SYS-1698050
BEN-0056191,POL-002992,1,Miguel,Dominguez,Ramirez,Conyuge,2005-09-23,33,QBVW823892,,daniel.nunez@hotmail.com,True,2020-02-23,BEN-SYS-6614531
BEN-0056192,POL-020550,1,Alejandro,Hernandez,Ramos,Conyuge,1969-12-07,50,DIVJ891385,5564110877,adriana.aguilar@hotmail.com,True,2023-01-17,BEN-SYS-8051133
BEN-0056193,POL-032120,2,Daniel,Molina,Flores,Hermana,1984-02-16,33,DYRK976972,,,True,2021-03-26,BEN-SYS-7105562
BEN-0056194,POL-016525,3,Laura,Romero,Lopez,Hija,1971-05-23,50,EOKS866464,5586362947,raul.moreno@gmail.com,True,2019-07-09,BEN-SYS-4402474
BEN-0056195,POL-039134,2,Sandra,Castillo,Vega,Conyuge,1957-08-20,50,ZQQC836602,5579116312,luz.dominguez@gmail.com,True,2020-01-20,BEN-SYS-5198350
BEN-0056196,POL-019839,1,Maria,Jimenez,Vargas,Madre,2007-10-31,100,EGHL636837,,jose.lopez@hotmail.com,True,2023-04-14,BEN-SYS-7503732
BEN-0056197,POL-039581,2,Mario,Martinez,Gutierrez,Hermano,1973-04-12,25,YFAS665846,5540884110,silvia.sanchez@hotmail.com,True,2019-06-29,BEN-SYS-8724272
BEN-0056198,POL-001813,1,Francisco,Vargas,Flores,Conyuge,1975-06-24,50,HNBV759626,,,True,2020-03-17,BEN-SYS-2381414
BEN-0056199,POL-042174,1,Alicia,Salazar,Diaz,Hija,1977-10-29,50,UIXN949425,,monica.salazar@gmail.com,True,2022-02-13,BEN-SYS-1606085
BEN-0056200,POL-041864,1,Carmen,Ortiz,Flores,Hijo,1993-08-17,50,LSPO930803,5561905392,maria.navarro@hotmail.com,True,2019-12-09,BEN-SYS-6277659
BEN-0056201,POL-001723,1,Raul,Moreno,Vargas,Madre,1993-01-11,50,PLQE932076,,leticia.sanchez@hotmail.com,True,2022-02-04,BEN-SYS-2941764
BEN-0056202,POL-049713,2,Arturo,Perez,Garcia,Hermana,2003-09-26,100,EJYZ600785,,jorge.gutierrez@hotmail.com,True,2022-08-14,BEN-SYS-8690927
BEN-0056203,POL-030814,2,Claudia,Reyes,Sanchez,Hija,1969-09-17,100,ZSME917373,5556288470,,False,2019-10-11,BEN-SYS-2072229
BEN-0056204,POL-008614,1,Andres,Hernandez,Sanchez,Hijo,1982-07-04,50,VVQL920763,,patricia.torres@gmail.com,True,2022-10-28,BEN-SYS-8791924
BEN-0056205,POL-014802,2,Daniel,Flores,Silva,Hijo,1961-03-09,100,GOTN671207,,sergio.cruz@hotmail.com,True,2022-12-21,BEN-SYS-9583535
BEN-0056206,POL-004375,1,Oscar,Soto,Torres,Madre,2002-11-25,25,GZCN767106,,fernanda.hernandez@hotmail.com,True,2019-04-17,BEN-SYS-1718441
BEN-0056207,POL-045611,2,Pedro,Diaz,Gonzalez,Conyuge,2001-01-17,25,ZISY806027,5533189259,,False,2024-04-26,BEN-SYS-6956527
BEN-0056208,POL-049434,1,Valeria,Medina,Reyes,Padre,1980-08-18,50,UAAK904373,5519233257,,True,2020-03-29,BEN-SYS-4801941
BEN-0056209,POL-010808,1,Rocio,Ruiz,Garcia,Hijo,1993-03-12,50,KIWF669971,5555964596,manuel.silva@gmail.com,True,2024-08-28,BEN-SYS-8456086
BEN-0056210,POL-048922,1,Martha,Dominguez,Silva,Padre,1989-02-26,50,BQIH899070,5596319974,carlos.ruiz@hotmail.com,True,2020-07-10,BEN-SYS-4470186
BEN-0056211,POL-006258,1,Miguel,Gutierrez,Ramirez,Hija,1999-10-21,33,DSJQ865291,5569172300,roberto.hernandez@hotmail.com,True,2019-04-21,BEN-SYS-1382565
BEN-0056212,POL-039413,3,Adriana,Navarro,Torres,Hermano,1953-08-11,25,FVHQ677501,5574944954,,False,2020-08-14,BEN-SYS-6024539
BEN-0056213,POL-025300,2,Gloria,Sanchez,Mendoza,Conyuge,1975-11-13,25,XISU745188,5525601480,,False,2019-12-31,BEN-SYS-8139499
BEN-0056214,POL-016215,1,Antonio,Rodriguez,Rivera,Padre,2002-01-08,50,QFMO791974,5550288102,laura.torres@gmail.com,True,2023-11-05,BEN-SYS-5621846
BEN-0056215,POL-002479,1,Manuel,Rodriguez,Martinez,Conyuge,1988-02-22,25,GQZU866719,5597311193,adriana.dominguez@gmail.com,False,2020-07-26,BEN-SYS-1749017
BEN-0056216,POL-023743,1,Luz,Rodriguez,Diaz,Conyuge,1963-11-24,25,NQBQ690540,5590562187,,False,2022-10-30,BEN-SYS-4841888
BEN-0056217,POL-002991,1,Ricardo,Torres,Gutierrez,Hija,1999-02-21,50,NDQL880038,,,False,2021-08-17,BEN-SYS-1153580
BEN-0056218,POL-035008,3,Mario,Vargas,Sanchez,Conyuge,1983-04-02,33,VIFU725279,5585076428,gloria.martinez@gmail.com,True,2024-10-23,BEN-SYS-8721266
BEN-0056219,POL-013184,2,Leticia,Ruiz,Flores,Padre,1967-12-07,25,GCZG859355,5550134927,enrique.chavez@hotmail.com,True,2022-10-15,BEN-SYS-8929476
BEN-0056220,POL-013864,2,Antonio,Nunez,Flores,Hija,1972-11-27,50,IVRZ656084,,,True,2021-10-05,BEN-SYS-8785185
BEN-0056221,POL-037210,1,Irene,Rios,Ramirez,Hijo,1968-08-09,50,FCRB735234,5530682606,,True,2021-02-25,BEN-SYS-1718445
BEN-0056222,POL-016689,1,Diego,Vargas,Ramos,Otro,1985-09-13,100,XOXA716399,,norma.mendoza@gmail.com,True,2023-09-02,BEN-SYS-5944438
BEN-0056223,POL-048723,1,Beatriz,Vega,Reyes,Conyuge,2002-11-26,33,CSSB693106,5531999525,francisco.vargas@gmail.com,False,2024-05-15,BEN-SYS-1299759
BEN-0056224,POL-011478,1,Claudia,Lopez,Martinez,Conyuge,1953-06-03,50,PING835715,,alicia.diaz@gmail.com,True,2023-10-29,BEN-SYS-4161740
BEN-0056225,POL-036229,2,Alicia,Perez,Gonzalez,Hija,1950-01-20,25,SUDV695899,5532942886,,False,2020-08-08,BEN-SYS-1974733
BEN-0056226,POL-022336,2,Martha,Navarro,Rivera,Hermano,1995-02-03,50,NDVD669864,5524738146,,True,2023-02-14,BEN-SYS-2167925
BEN-0056227,POL-047909,2,Carmen,Ramirez,Reyes,Hija,1982-12-03,100,LVEP977360,5542127272,,False,2024-06-10,BEN-SYS-7184820
BEN-0056228,POL-044966,3,Daniel,Dominguez,Diaz,Hijo,2008-03-14,50,WBNJ889431,5593470316,martha.moreno@gmail.com,True,2024-08-28,BEN-SYS-7569303
BEN-0056229,POL-033247,1,Luis,Reyes,Rivera,Hija,1964-04-30,25,NLFR838627,,diana.rios@hotmail.com,False,2020-09-10,BEN-SYS-1365397
BEN-0056230,POL-030385,1,Luz,Rios,Reyes,Conyuge,1959-04-23,50,XZGE937298,,,True,2022-05-23,BEN-SYS-1703399
BEN-0056231,POL-036412,1,Silvia,Castillo,Silva,Hija,1971-02-01,50,RDBP700332,5512594617,,False,2024-03-22,BEN-SYS-3224884
BEN-0056232,POL-029524,1,Patricia,Castillo,Garcia,Madre,1992-04-04,50,LJUF812816,5589735548,,False,2021-11-20,BEN-SYS-3058119
BEN-0056233,POL-008439,1,Alicia,Ramirez,Morales,Hermano,1961-06-01,100,QCFF757449,5570214845,raul.silva@hotmail.com,False,2021-05-01,BEN-SYS-2712225
BEN-0056234,POL-027770,1,Mario,Dominguez,Rivera,Hija,1980-05-02,33,XHTI800091,5511782507,gloria.ortiz@gmail.com,True,2020-04-24,BEN-SYS-4248341
BEN-0056235,POL-029649,3,Hector,Nunez,Sanchez,Conyuge,2006-04-28,33,UNEX783045,5570170061,jose.diaz@gmail.com,True,2024-03-19,BEN-SYS-7776784
BEN-0056236,POL-031875,3,Maria,Torres,Martinez,Conyuge,1969-06-29,25,AUDP838356,,antonio.rios@hotmail.com,True,2020-02-03,BEN-SYS-7655691
BEN-0056237,POL-013894,1,Martha,Silva,Silva,Hija,1980-01-18,25,LFFS695326,5554531321,,False,2020-02-05,BEN-SYS-8980494
BEN-0056238,POL-040994,2,Ricardo,Cruz,Vargas,Hija,1962-09-22,25,VBQG679921,5513948482,,True,2021-06-30,BEN-SYS-7837238
BEN-0056239,POL-039912,2,Miguel,Gutierrez,Romero,Hija,1963-03-14,50,UZBQ924147,5528400528,sofia.gutierrez@gmail.com,False,2022-02-01,BEN-SYS-4675313
BEN-0056240,POL-025788,1,Luz,Garcia,Vargas,Conyuge,1990-12-31,25,ICPO911050,5511056626,ana.martinez@gmail.com,True,2020-07-10,BEN-SYS-5238260
BEN-0056241,POL-018132,2,Claudia,Martinez,Castillo,Conyuge,2007-04-10,50,CEFH686422,5543521221,ana.navarro@gmail.com,False,2022-09-14,BEN-SYS-6123836
BEN-0056242,POL-012371,3,Rocio,Castillo,Vega,Conyuge,1973-07-19,33,DSDN887859,5544032557,,True,2020-03-29,BEN-SYS-5721832
BEN-0056243,POL-032331,1,Fernanda,Rivera,Martinez,Conyuge,2004-06-21,50,LMLR974902,5569720516,laura.vargas@hotmail.com,False,2019-06-02,BEN-SYS-2683646
BEN-0056244,POL-049122,1,Roberto,Mendoza,Vega,Hija,1994-03-27,100,ZFRM627908,,rosa.garcia@gmail.com,False,2023-09-21,BEN-SYS-4513692
BEN-0056245,POL-049498,1,Laura,Rivera,Rivera,Hijo,1956-12-16,50,WMMU698440,5568794096,valeria.mendoza@hotmail.com,True,2022-06-20,BEN-SYS-7713371
BEN-0056246,POL-036729,2,Monica,Sanchez,Sanchez,Hijo,2005-12-23,25,YMMW860681,5598858380,miguel.salazar@hotmail.com,True,2022-03-01,BEN-SYS-1394777
BEN-0056247,POL-003609,1,Rocio,Vega,Morales,Hermano,1961-02-20,50,BYIT619911,5547739392,eduardo.torres@gmail.com,True,2024-05-27,BEN-SYS-8633824
BEN-0056248,POL-035650,2,Diana,Mendoza,Martinez,Hija,1972-12-15,50,FXRH716659,5529618835,alejandro.jimenez@gmail.com,False,2024-02-15,BEN-SYS-5703300
BEN-0056249,POL-010377,1,Sergio,Silva,Flores,Padre,1983-05-31,33,GBUD673524,,,True,2020-03-19,BEN-SYS-6895242
BEN-0056250,POL-007931,1,Irene,Gutierrez,Gonzalez,Hijo,1965-03-30,100,DSYG629356,,fernanda.gutierrez@hotmail.com,True,2024-08-28,BEN-SYS-9208042
BEN-0056251,POL-001375,1,Sandra,Medina,Garcia,Conyuge,1996-09-21,100,QDPE868939,,,True,2021-03-18,BEN-SYS-5902291
BEN-0056252,POL-006716,2,Esperanza,Navarro,Perez,Hijo,1968-04-05,50,EWZQ765595,,miguel.lopez@gmail.com,True,2022-06-26,BEN-SYS-9296450
BEN-0056253,POL-007310,1,Juan,Romero,Romero,Hija,1987-01-02,50,NHPZ964319,5525918413,esperanza.soto@hotmail.com,False,2024-03-22,BEN-SYS-4281950
BEN-0056254,POL-001563,1,Fernanda,Rivera,Reyes,Madre,1981-02-26,50,TUGF881563,5562027901,,True,2020-08-08,BEN-SYS-8010811
BEN-0056255,POL-046435,2,Maria,Gutierrez,Ramos,Padre,1988-08-06,25,CYOZ655047,,sergio.castillo@hotmail.com,True,2020-12-17,BEN-SYS-5153138
BEN-0056256,POL-027812,2,Daniel,Moreno,Martinez,Conyuge,1990-11-04,50,QOCD800319,5533856815,,False,2022-10-27,BEN-SYS-4080521
BEN-0056257,POL-023529,1,Luz,Aguilar,Hernandez,Hijo,1994-12-24,100,NBRJ627451,,andres.moreno@gmail.com,False,2022-05-17,BEN-SYS-7302443
BEN-0056258,POL-019695,1,Valeria,Sanchez,Reyes,Hijo,1953-11-28,25,HMMB741694,5543869565,diego.romero@hotmail.com,True,2024-02-13,BEN-SYS-6612345
BEN-0056259,POL-034654,2,Monica,Diaz,Lopez,Hijo,2004-12-01,100,IZDN860899,5598391866,fernanda.martinez@hotmail.com,False,2024-02-11,BEN-SYS-3206568
BEN-0056260,POL-048097,1,Manuel,Sanchez,Flores,Conyuge,1958-05-07,50,MYSR877286,5518794452,,True,2019-09-18,BEN-SYS-7494699
BEN-0056261,POL-042231,1,Miguel,Castillo,Silva,Padre,1987-09-01,33,NDYA908904,5547919406,elena.mendoza@gmail.com,True,2021-05-05,BEN-SYS-5250192
BEN-0056262,POL-027461,2,Ricardo,Ramirez,Ramos,Padre,1993-03-31,25,CPNH846046,5535312322,sandra.garcia@hotmail.com,True,2024-01-16,BEN-SYS-6794732
BEN-0056263,POL-000702,1,Sergio,Gomez,Ramos,Conyuge,1999-11-14,33,EANX936150,5532878137,manuel.jimenez@hotmail.com,True,2023-08-30,BEN-SYS-3227146
BEN-0056264,POL-025592,2,Valeria,Salazar,Ramos,Hija,1958-03-11,33,RSDM635156,,,True,2024-09-09,BEN-SYS-7224556
BEN-0056265,POL-044974,2,Patricia,Medina,Torres,Conyuge,1973-11-23,100,ZRKT860225,,irene.rivera@hotmail.com,True,2020-09-05,BEN-SYS-3427286
BEN-0056266,POL-025059,1,Luz,Molina,Castillo,Padre,1956-01-21,33,YIPH859610,5580609282,martha.chavez@gmail.com,True,2020-07-18,BEN-SYS-8284912
BEN-0056267,POL-035725,2,Rosa,Perez,Silva,Hijo,1959-02-14,100,XIGP986332,5511830303,alicia.reyes@hotmail.com,False,2019-07-20,BEN-SYS-2295558
BEN-0056268,POL-018931,1,Rosa,Gutierrez,Cruz,Hija,1954-03-19,50,GEOA627212,,,True,2021-11-18,BEN-SYS-8819384
BEN-0056269,POL-048974,1,Luz,Castillo,Vargas,Hijo,1974-08-31,33,FCBY844806,5596682348,,True,2019-01-28,BEN-SYS-4667728
BEN-0056270,POL-014525,1,Silvia,Ramirez,Gonzalez,Hija,2009-08-30,50,HIUZ779651,5594595281,irene.lopez@gmail.com,True,2020-06-26,BEN-SYS-8843388
BEN-0056271,POL-039128,1,Alejandro,Castillo,Hernandez,Hermano,1966-05-31,50,YTDB693928,,gabriela.ortiz@hotmail.com,True,2021-10-06,BEN-SYS-5497730
BEN-0056272,POL-020253,1,Adriana,Romero,Gonzalez,Hija,1980-01-09,25,IYOR875750,5585573097,,True,2024-01-25,BEN-SYS-6284757
